City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
390,seoul,1,KR,1586921479,30,37.57,126.98,66.2,6.93
391,alofi,75,NU,1586921655,69,-19.06,-169.92,82.4,10.29
392,rey bouba,38,CM,1586921655,38,8.67,14.18,83.07,1.99
393,rio gallegos,8,AR,1586921655,80,-51.62,-69.22,39.2,4.7
394,siniscola,15,IT,1586921655,82,40.57,9.69,54.18,9.42
395,kalengwa,41,ZM,1586921656,68,-13.47,25.0,61.5,2.13
396,bandrele,8,YT,1586921656,74,-12.91,45.19,84.2,10.29
397,tagusao,0,PH,1586921656,60,9.19,117.81,84.83,0.67
398,waddan,36,LY,1586921656,19,29.16,16.14,78.62,7.61
399,binghamton,90,US,1586921657,59,42.1,-75.92,39.99,10.29
400,lethem,93,GY,1586921657,45,3.38,-59.8,83.07,9.42
401,tomatlan,15,MX,1586921657,63,19.93,-105.25,69.48,5.91
402,kununurra,13,AU,1586921658,24,-15.77,128.73,95.0,10.29
403,hobyo,54,SO,1586921658,76,5.35,48.53,83.53,10.36
404,stepnogorsk,11,KZ,1586921658,63,52.35,71.89,39.61,18.43
405,mecca,0,SA,1586921377,22,21.43,39.83,65.16,5.12
406,rio grande,80,BR,1586921496,72,-32.03,-52.1,59.0,1.01
407,evensk,7,RU,1586921659,88,61.95,159.23,24.39,3.83
408,saldanha,100,ZA,1586921659,87,-33.01,17.94,53.6,2.24
409,bitung,20,ID,1586921659,70,1.45,125.18,87.8,4.7
410,mackay,40,AU,1586921659,69,-21.15,149.2,80.6,21.92
411,lao cai,9,VN,1586921660,51,22.48,103.95,78.67,1.99
412,puerto escondido,100,MX,1586921660,73,15.85,-97.07,78.39,3.6
413,ylivieska,99,FI,1586921660,92,64.08,24.55,30.99,3.0
414,baglan,100,AF,1586921660,64,36.13,68.71,53.2,0.74
415,cerasu,99,RO,1586921661,91,45.32,26.03,33.01,4.92
416,sinnamary,77,GF,1586921661,81,5.38,-52.95,77.74,9.4
417,beziers,0,FR,1586921661,81,43.35,3.22,53.01,4.7
418,berlevag,97,NO,1586921385,86,70.86,29.09,35.49,12.21
419,laureles,90,US,1586921661,60,26.11,-97.49,71.01,17.22
